"","image_path","xmin","ymin","xmax","ymax","label"
"150","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478684.614144694,302536.223604498,478696.432388203,302551.802198215,"Tree"
"151","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478683.002566034,302548.310444451,478692.403441552,302558.248512856,"Tree"
"152","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478700.461334854,302530.583079187,478710.667999702,302539.715358262,"Tree"
"153","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478687.703003793,302523.062378773,478698.984054415,302538.640972489,"Tree"
"154","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478678.033531831,302520.645010782,478689.583178897,302534.343429395,"Tree"
"155","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478686.360021576,302509.901153047,478702.207211736,302525.21115032,"Tree"
"156","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478541.36624616,302815.060788372,478556.798896048,302830.165084006,"Tree"
"157","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478531.515618573,302807.836994807,478548.590039725,302823.926353201,"Tree"
"158","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478545.963205701,302804.553452278,478563.365981107,302820.971164924,"Tree"
"159","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478539.560297769,302793.881939058,478552.037759381,302810.95636021,"Tree"
"160","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478552.201936507,302793.225230552,478566.321169383,302809.971297451,"Tree"
"161","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478529.709670182,302781.076123194,478548.754216851,302802.090795381,"Tree"
"162","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478546.784091334,302783.374602964,478562.216741221,302796.837127334,"Tree"
"163","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478560.41079283,302784.359665723,478569.933066165,302798.150544346,"Tree"
"164","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478552.694467886,302769.912078594,478569.440534786,302789.61333377,"Tree"
"165","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478564.679398118,302772.538912618,478584.052299041,302792.896876299,"Tree"
"166","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478568.948003406,302764.9867648,478581.097110765,302779.762706182,"Tree"
"167","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478561.231678462,302763.016639283,478571.08230605,302775.822455147,"Tree"
"168","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478577.977745362,302764.165879168,478587.500018697,302777.956757791,"Tree"
"169","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478583.231413409,302757.598794109,478594.395458008,302772.046381238,"Tree"
"170","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478591.111915479,302731.987162381,478604.246085596,302746.763103763,"Tree"
"171","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478588.320904329,302747.748166522,478594.887989387,302756.942085604,"Tree"
"172","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478571.903191683,302746.598926637,478587.33584157,302758.748033995,"Tree"
"173","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478576.171796971,302754.31525158,478586.679133064,302768.434484456,"Tree"
"174","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478578.634453868,302729.196151231,478594.067103755,302750.210823419,"Tree"
"175","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478589.634321341,302719.838055023,478603.425199964,302731.002099622,"Tree"
"176","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478599.320771802,302718.524638011,478612.454941919,302735.927413416,"Tree"
"177","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478591.932801111,302708.83818755,478604.738616975,302721.644003414,"Tree"
"178","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478606.216211113,302710.151604562,478617.380255713,302724.59919169,"Tree"
"179","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478595.21634364,302699.644268468,478611.634056287,302716.71868962,"Tree"
"180","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478608.67886801,302699.480091342,478622.469746633,302715.241095482,"Tree"
"181","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478603.096845711,302691.271235019,478615.574307322,302706.0471764,"Tree"
"182","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478604.738616975,302686.181744098,478610.320639275,302692.748829157,"Tree"
"183","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478611.634056287,302681.748961684,478625.424934909,302694.554777548,"Tree"
"184","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478620.992152495,302687.166806857,478630.186071577,302695.704017433,"Tree"
"185","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478610.156462148,302673.047573981,478618.365318472,302682.898201569,"Tree"
"186","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478617.380255713,302676.659470763,478623.618986518,302684.539972833,"Tree"
"187","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478624.604049277,302670.092385705,478634.126322612,302683.226555822,"Tree"
"188","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478612.783296172,302662.704415014,478621.977215254,302673.54010536,"Tree"
"189","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",NA,NA,NA,NA,"Tree"
"190","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478620.335443989,302666.316311796,478627.559237554,302673.868459613,"Tree"
"191","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478612.290764792,302658.764163979,478620.171266863,302665.65960329,"Tree"
"192","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478620.827975369,302657.77910122,478631.663665715,302668.943145819,"Tree"
"193","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478629.529363071,302660.241758117,478637.081510888,302669.435677199,"Tree"
"194","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",NA,NA,NA,NA,"Tree"
"195","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478630.842780083,302653.674673058,478637.081510888,302660.57011237,"Tree"
"196","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478623.454809392,302653.017964553,478629.693540198,302661.226820876,"Tree"
"197","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478614.425067436,302649.734422023,478622.962278013,302659.585049611,"Tree"
"198","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478617.708609966,302645.137462482,478624.93240353,302653.346318805,"Tree"
"199","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478629.857717324,302644.480753977,478642.006824682,302656.301507082,"Tree"
"200","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478624.768226404,302638.406200297,478633.962145486,302647.928473632,"Tree"
"201","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478617.872787092,302637.749491792,478624.111517898,302645.301639609,"Tree"
"202","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478633.797968359,302633.152532251,478644.633658706,302644.644931103,"Tree"
"203","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478628.380123186,302624.451144548,478639.215813532,302637.585314665,"Tree"
"204","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478637.409865141,302619.525830754,478646.932138476,302632.003292365,"Tree"
"205","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478620.992152495,302617.227350984,478632.484551348,302630.689875354,"Tree"
"206","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478629.529363071,302613.779631328,478641.678470429,302626.585447192,"Tree"
"207","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478624.439872151,302607.376723396,478633.962145486,302618.212413742,"Tree"
"208","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478628.215946059,302600.481284084,478637.409865141,302611.316974431,"Tree"
"209","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478633.962145486,302606.227483511,478645.126190085,302618.048236616,"Tree"
"210","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478636.753156636,302598.34698144,478647.588846982,302610.496088799,"Tree"
"211","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478627.395060427,302592.108250635,478639.215813532,302604.585712246,"Tree"
"212","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478636.588979509,302587.018759714,478643.484418821,302594.899261785,"Tree"
"213","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478497.785497109,302799.808159839,478508.067623232,302808.947827504,"Tree"
"214","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478504.449838115,302792.762999348,478516.636061668,302804.568403415,"Tree"
"215","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478499.11836531,302791.049311661,478509.781310919,302802.093076756,"Tree"
"216","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478505.592296573,302782.480873225,478515.112783723,302792.762999348,"Tree"
"217","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478508.448442718,302775.054893248,478518.730568841,302784.575380398,"Tree"
"218","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478508.258032975,302764.582357382,478518.540159098,302777.149400421,"Tree"
"219","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478530.155153421,302773.722025047,478539.675640572,302782.861692711,"Tree"
"220","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478517.39770064,302771.43710813,478526.91818779,302782.480873225,"Tree"
"221","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/Allterton.tif",478513.01827655,302756.013918946,478525.966139075,302769.723420443,"Tree"
